"artist_id","followers","genres","image_middle","name","popularity","external_urls","href","uri"
"4xFGtK82ouiHEMuO1WfEUJ",30567,christelijk,https://i.scdn.co/image/ab676161000051744a5496af32026869bb4a0bb2,Stichting Opwekking,50,https://open.spotify.com/artist/4xFGtK82ouiHEMuO1WfEUJ,https://api.spotify.com/v1/artists/4xFGtK82ouiHEMuO1WfEUJ,spotify:artist:4xFGtK82ouiHEMuO1WfEUJ
"26T4yOaOoFJvUvxR87Y9HO",1425011,"ambient worship,ccm,christian music,deep ccm,world worship,worship",https://i.scdn.co/image/ab67616100005174d7644688ba0c56dfb8845f61,Bethel Music,68,https://open.spotify.com/artist/26T4yOaOoFJvUvxR87Y9HO,https://api.spotify.com/v1/artists/26T4yOaOoFJvUvxR87Y9HO,spotify:artist:26T4yOaOoFJvUvxR87Y9HO
"3SKza3YPBri1k43LB1Tqy4",495352,"ccm,christian music,worship",https://i.scdn.co/image/ab67616100005174998d1528ccb2b4f85e37c246,Tauren Wells,60,https://open.spotify.com/artist/3SKza3YPBri1k43LB1Tqy4,https://api.spotify.com/v1/artists/3SKza3YPBri1k43LB1Tqy4,spotify:artist:3SKza3YPBri1k43LB1Tqy4
"7m4gF38CPATtHrk5HS42WZ",1131823,"ccm,christian music,world worship,worship",https://i.scdn.co/image/ab67616100005174fd35859df3a7252c67d040f9,Hillsong Young & Free,62,https://open.spotify.com/artist/7m4gF38CPATtHrk5HS42WZ,https://api.spotify.com/v1/artists/7m4gF38CPATtHrk5HS42WZ,spotify:artist:7m4gF38CPATtHrk5HS42WZ
"7n2wHs1TKAczGzO7Dd2rGr",39658622,"canadian pop,dance pop,pop,viral pop",https://i.scdn.co/image/ab6761610000517446e7a06fa6dfefaed6a3f0db,Shawn Mendes,83,https://open.spotify.com/artist/7n2wHs1TKAczGzO7Dd2rGr,https://api.spotify.com/v1/artists/7n2wHs1TKAczGzO7Dd2rGr,spotify:artist:7n2wHs1TKAczGzO7Dd2rGr
"58MLl9nC29IXbE4nEtuoP2",1119027,"neo mellow,pop,post-teen pop,viral pop",https://i.scdn.co/image/ab67616100005174c5e901adce2d0155523c155e,Alex & Sierra,60,https://open.spotify.com/artist/58MLl9nC29IXbE4nEtuoP2,https://api.spotify.com/v1/artists/58MLl9nC29IXbE4nEtuoP2,spotify:artist:58MLl9nC29IXbE4nEtuoP2
"2gXmjQIxCO8lMnSncluZaU",410520,"ccm,christian music,deep ccm,world worship,worship",https://i.scdn.co/image/ab67616100005174b2057734ce83d26dd8ce4769,Cory Asbury,60,https://open.spotify.com/artist/2gXmjQIxCO8lMnSncluZaU,https://api.spotify.com/v1/artists/2gXmjQIxCO8lMnSncluZaU,spotify:artist:2gXmjQIxCO8lMnSncluZaU
"6dC0rIJNLSFZwqckLgXJ8p",325357,"dance pop,indie pop rap,pop,pop dance,pop rap,pop rock,post-teen pop,tropical house",https://i.scdn.co/image/741dcbf70f4fc157a818fa9c73a39e023f8a446b,Timeflies,53,https://open.spotify.com/artist/6dC0rIJNLSFZwqckLgXJ8p,https://api.spotify.com/v1/artists/6dC0rIJNLSFZwqckLgXJ8p,spotify:artist:6dC0rIJNLSFZwqckLgXJ8p
"79Xp2rRN7wdsaTJgttdX3K",1408330,"australian pop,dance pop,pop,post-teen pop,viral pop",https://i.scdn.co/image/ab67616100005174d9984a89e659b9dc58a3e084,Cody Simpson,56,https://open.spotify.com/artist/79Xp2rRN7wdsaTJgttdX3K,https://api.spotify.com/v1/artists/79Xp2rRN7wdsaTJgttdX3K,spotify:artist:79Xp2rRN7wdsaTJgttdX3K
"7h4EivNSDwUKAn0O2EVYqZ",6453,"christelijk,world worship",https://i.scdn.co/image/ab67616100005174bedae825776ef6c89513dd96,Mozaiek Worship,33,https://open.spotify.com/artist/7h4EivNSDwUKAn0O2EVYqZ,https://api.spotify.com/v1/artists/7h4EivNSDwUKAn0O2EVYqZ,spotify:artist:7h4EivNSDwUKAn0O2EVYqZ
"7q2niXGvsRuw9RU8HTeuRl",6695,"christelijk,psalmen,world worship",https://i.scdn.co/image/ab67616d00001e022a88e1591f85a79e58a5b94d,Psalmen voor Nu,28,https://open.spotify.com/artist/7q2niXGvsRuw9RU8HTeuRl,https://api.spotify.com/v1/artists/7q2niXGvsRuw9RU8HTeuRl,spotify:artist:7q2niXGvsRuw9RU8HTeuRl
"5A0SFJQSdSjFHGcndiGT1s",979815,"ccm,christian alternative rock,christian music,world worship,worship",https://i.scdn.co/image/ab67616100005174deb52a3f7966be118275dbb4,Planetshakers,58,https://open.spotify.com/artist/5A0SFJQSdSjFHGcndiGT1s,https://api.spotify.com/v1/artists/5A0SFJQSdSjFHGcndiGT1s,spotify:artist:5A0SFJQSdSjFHGcndiGT1s
