user_id,genre,score,ts
d28708a363b58062087293f779256fffa38fdd56c1f79d5e2855dfaa7a04f4e6,avant-garde,0.0037100800543988,1666364078.7642045
d28708a363b58062087293f779256fffa38fdd56c1f79d5e2855dfaa7a04f4e6,blues,0.0011757969476112,1666364078.764311
d28708a363b58062087293f779256fffa38fdd56c1f79d5e2855dfaa7a04f4e6,classical,0.0006155256270032,1666364078.7643418
d28708a363b58062087293f779256fffa38fdd56c1f79d5e2855dfaa7a04f4e6,country,0.0006569169571443,1666364078.7643712
d28708a363b58062087293f779256fffa38fdd56c1f79d5e2855dfaa7a04f4e6,electronic,0.0005971784679863,1666364078.7643974
d28708a363b58062087293f779256fffa38fdd56c1f79d5e2855dfaa7a04f4e6,folk,0.0015445310857365,1666364078.764423
d28708a363b58062087293f779256fffa38fdd56c1f79d5e2855dfaa7a04f4e6,jazz,0.0247020623277702,1666364078.7644477
d28708a363b58062087293f779256fffa38fdd56c1f79d5e2855dfaa7a04f4e6,latin,0.0005294440058681,1666364078.7644734
d28708a363b58062087293f779256fffa38fdd56c1f79d5e2855dfaa7a04f4e6,new-age,0.0020699745869451,1666364078.7644975
d28708a363b58062087293f779256fffa38fdd56c1f79d5e2855dfaa7a04f4e6,pop-rock,0.0031687062651214,1666364078.76452
d28708a363b58062087293f779256fffa38fdd56c1f79d5e2855dfaa7a04f4e6,rap,0.0003769552360226,1666364078.7645462
d28708a363b58062087293f779256fffa38fdd56c1f79d5e2855dfaa7a04f4e6,reggae,0.0001246904690538,1666364078.7645712
d28708a363b58062087293f779256fffa38fdd56c1f79d5e2855dfaa7a04f4e6,rnb,0.0028050345314891,1666364078.7645962
12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,avant-garde,0.0011985302050547,1666491182.0582454
12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,blues,0.0008830383879835,1666491182.0583918
12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,classical,0.0002333861086317,1666491182.0584416
12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,country,0.0008197115558432,1666491182.0584896
12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,electronic,0.001828211272194,1666491182.058532
12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,folk,0.0016944029457463,1666491182.0585728
12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,jazz,0.0009942868501664,1666491182.0586145
12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,latin,0.0090453333024495,1666491182.0586555
12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,new-age,0.0009223969143657,1666491182.0586967
12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,pop-rock,0.0036648848679958,1666491182.0587363
12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,rap,0.0039474007469808,1666491182.05878
12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,reggae,0.0003446250423475,1666491182.0588217
12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,rnb,0.0042576484059761,1666491182.0589166
1dbfdf95b6c701b8852fd90799cc45ddba10435d8e9e15af0109fbdd80bb8a85,avant-garde,0.0021198686893605,1666679150.0322056
1dbfdf95b6c701b8852fd90799cc45ddba10435d8e9e15af0109fbdd80bb8a85,blues,0.0011716261748614,1666679150.032357
1dbfdf95b6c701b8852fd90799cc45ddba10435d8e9e15af0109fbdd80bb8a85,classical,0.0003467505955466,1666679150.0324094
1dbfdf95b6c701b8852fd90799cc45ddba10435d8e9e15af0109fbdd80bb8a85,country,0.0014750232418836,1666679150.0324583
1dbfdf95b6c701b8852fd90799cc45ddba10435d8e9e15af0109fbdd80bb8a85,electronic,0.0023546577590487,1666679150.0325022
1dbfdf95b6c701b8852fd90799cc45ddba10435d8e9e15af0109fbdd80bb8a85,folk,0.0030143256476352,1666679150.032545
1dbfdf95b6c701b8852fd90799cc45ddba10435d8e9e15af0109fbdd80bb8a85,jazz,0.0009423284543767,1666679150.0325887
1dbfdf95b6c701b8852fd90799cc45ddba10435d8e9e15af0109fbdd80bb8a85,latin,0.0037656425096052,1666679150.0326307
1dbfdf95b6c701b8852fd90799cc45ddba10435d8e9e15af0109fbdd80bb8a85,new-age,0.0014785134107431,1666679150.0326736
1dbfdf95b6c701b8852fd90799cc45ddba10435d8e9e15af0109fbdd80bb8a85,pop-rock,0.0072616376614118,1666679150.0327127
1dbfdf95b6c701b8852fd90799cc45ddba10435d8e9e15af0109fbdd80bb8a85,rap,0.0034321829396039,1666679150.032757
1dbfdf95b6c701b8852fd90799cc45ddba10435d8e9e15af0109fbdd80bb8a85,reggae,0.0004579117043457,1666679150.0328
1dbfdf95b6c701b8852fd90799cc45ddba10435d8e9e15af0109fbdd80bb8a85,rnb,0.0028068726327903,1666679150.0328443
c90398ac27b0f7ed99d1265d9af1ea5080ed6854110c7d765a3f493faf376931,avant-garde,0.0050180986751033,1667156369.4723215
c90398ac27b0f7ed99d1265d9af1ea5080ed6854110c7d765a3f493faf376931,blues,0.0003385713858222,1667156369.4724278
c90398ac27b0f7ed99d1265d9af1ea5080ed6854110c7d765a3f493faf376931,classical,0.0183853347269119,1667156369.4724588
c90398ac27b0f7ed99d1265d9af1ea5080ed6854110c7d765a3f493faf376931,country,0.0008311656683771,1667156369.4724872
c90398ac27b0f7ed99d1265d9af1ea5080ed6854110c7d765a3f493faf376931,electronic,0.0004917910694693,1667156369.4725125
c90398ac27b0f7ed99d1265d9af1ea5080ed6854110c7d765a3f493faf376931,folk,0.0008986348448816,1667156369.4725444
c90398ac27b0f7ed99d1265d9af1ea5080ed6854110c7d765a3f493faf376931,jazz,0.0009476866727529,1667156369.4725692
c90398ac27b0f7ed99d1265d9af1ea5080ed6854110c7d765a3f493faf376931,latin,0.0001903091130535,1667156369.4725945
c90398ac27b0f7ed99d1265d9af1ea5080ed6854110c7d765a3f493faf376931,new-age,0.0013820605826047,1667156369.4726188
c90398ac27b0f7ed99d1265d9af1ea5080ed6854110c7d765a3f493faf376931,pop-rock,0.0015420180393304,1667156369.4726424
c90398ac27b0f7ed99d1265d9af1ea5080ed6854110c7d765a3f493faf376931,rap,0.0001629334283846,1667156369.4726665
c90398ac27b0f7ed99d1265d9af1ea5080ed6854110c7d765a3f493faf376931,reggae,5.83822884407e-05,1667156369.47269
c90398ac27b0f7ed99d1265d9af1ea5080ed6854110c7d765a3f493faf376931,rnb,0.0005150835251922,1667156369.472714
e974cba2faff9330e385a7e3d952bc8c64518a73cfd18e79dc149051e879daa7,avant-garde,0.0007217429383907,1667396991.4250789
e974cba2faff9330e385a7e3d952bc8c64518a73cfd18e79dc149051e879daa7,blues,0.0008656548672865,1667396991.4251883
