,user,item,time_period,timestamp,position
122,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,0JIMT9gzLIIz0esKLyjbKf,short,1666490948.3519237,22
124,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,0gzDu0smnvgwslqwOiQ8f1,short,1666490948.3519237,24
125,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,0jHVNBt8A9L8qEAB8XxGuB,short,1666490948.3519237,25
126,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,1NjQZi2ajwmJsfnimLr41I,short,1666490948.3519237,26
127,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,1TMWcbxL5YF8rKsFHv5hAP,short,1666490948.3519237,27
129,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,1ZLtE9tSJdaUiIJ9YoKHQe,short,1666490948.3519237,29
130,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,1n54RGkwdrWIeh01VdtbWr,short,1666490948.3519237,30
131,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,2r7NQ3jggLT6KFCrnveX6A,short,1666490948.3519237,31
132,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,3FTtAV8d9qHyMjlvAGOPdu,short,1666490948.3519237,32
134,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,3GiJq4AQK7324mfIQbpiTf,short,1666490948.3519237,34
135,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,3k3NWokhRRkEPhCzPmV8TW,short,1666490948.3519237,35
136,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,3pANfZVFdtuVnJsE6xa5Ox,short,1666490948.3519237,36
137,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,3rchbdfMJ48si8MqFRs6wP,short,1666490948.3519237,37
139,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,4a9fW33mYR8LhXBOLUhbfF,short,1666490948.3519237,39
140,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,4gEQcoKNoLFLyhory3Y5Zr,short,1666490948.3519237,40
141,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,53MLlxLRavqZnoOfzzaVI0,short,1666490948.3519237,41
142,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,5RBOcBpJXaNnHCGViJmYhh,short,1666490948.3519237,42
143,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,5WVWQQpBJqljbZtxo19CxS,short,1666490948.3519237,43
144,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,63UNqAjFomMcZXc2InOxTC,short,1666490948.3519237,44
146,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,65j65yDSE06CNKAPjsHoJt,short,1666490948.3519237,46
147,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,6ajuD3Vrq9kJ5viPyggvZM,short,1666490948.3519237,47
148,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,6bkedSfBm08y2ZWRl4v4iK,short,1666490948.3519237,48
149,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,7knLcYCOSaURD0d7HUULFM,short,1666490948.3519237,49
150,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,3pANfZVFdtuVnJsE6xa5Ox,medium,1666490948.3519237,0
152,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,54IbnYEdA3ymfxv07WgN3b,medium,1666490948.3519237,2
153,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,6Xom58OOXk2SoU711L2IXO,medium,1666490948.3519237,3
154,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,5WVWQQpBJqljbZtxo19CxS,medium,1666490948.3519237,4
155,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,0E0DRHf5PfMeor0ZCwB3oT,medium,1666490948.3519237,5
156,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,0QBzMgT7NIeoCYy3sJCof1,medium,1666490948.3519237,6
158,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,5bzXWaxInedSVFe7w18hgf,medium,1666490948.3519237,8
159,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,0Bs3Lwzs8y9BzKUgvFXPUx,medium,1666490948.3519237,9
160,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,3GiJq4AQK7324mfIQbpiTf,medium,1666490948.3519237,10
162,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,02MWAaffLxlfxAUY7c5dvx,medium,1666490948.3519237,12
163,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,06cqIVC8kRAT02qfHQT65v,medium,1666490948.3519237,13
164,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,5Eax0qFko2dh7Rl2lYs3bx,medium,1666490948.3519237,14
165,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,7F7kL3i6SDEIbDcoJZGiig,medium,1666490948.3519237,15
166,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,0xJWNEUYTU5tle6ezjf0gE,medium,1666490948.3519237,16
167,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,0zzRxtfO5FGxKdqq4OKmlw,medium,1666490948.3519237,17
168,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,2WKgiR5cGgsewYsdbrH5VZ,medium,1666490948.3519237,18
169,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,0u4htORODiTK9vHVA89MQX,medium,1666490948.3519237,19
171,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,31i56LZnwE6uSu3exoHjtB,medium,1666490948.3519237,21
172,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,45QSYGhKfviLSOJhos9lP9,medium,1666490948.3519237,22
173,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,4NPIkDt08kLz70gHOrO5uU,medium,1666490948.3519237,23
174,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,5kVZxyMY1gfdCLiChsfjn1,medium,1666490948.3519237,24
175,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,751srcHf5tUqcEa9pRCQwP,medium,1666490948.3519237,25
176,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,7mYt61pj41CSwSiOovNzk0,medium,1666490948.3519237,26
177,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,03xt2LxOcbaJn81ndTUsMD,medium,1666490948.3519237,27
178,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,0nKqvtbyfj6VlxnbHG6s2k,medium,1666490948.3519237,28
179,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,15wPtgg6jsyMLhIkjcSpl4,medium,1666490948.3519237,29
180,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,4a9fW33mYR8LhXBOLUhbfF,medium,1666490948.3519237,30
182,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,0d28khcov6AiegSCpG5TuT,medium,1666490948.3519237,32
183,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,0fv2KH6hac06J86hBUTcSf,medium,1666490948.3519237,33
184,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,1KIJclzEbNhSVw8tiHPWwE,medium,1666490948.3519237,34
185,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,1gQEoPjAEEWYgkojcZAFr9,medium,1666490948.3519237,35
187,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,37IFgb5CFQap5WiPx1owPS,medium,1666490948.3519237,37
188,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,3PXTIwwI5dmlgrY0iYQq4J,medium,1666490948.3519237,38
189,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,45B0YooIP1NK31Y1OmnRZj,medium,1666490948.3519237,39
190,12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,0wNenHPLy8qwMfxHTqScoR,medium,1666490948.3519237,40
